icdcode,description1,description2
1978,Secondary malignant neoplasm of respiratory and digestive systems,"Liver, unspecified"
1979,Secondary malignant neoplasm of respiratory and digestive systems,Other digestive organs specified secondary
1980,Other secondary malignant neoplasm,"Bladder, specified as secondary"
1981,Other secondary malignant neoplasm,Other urinary organs specified secondary
1982,Other secondary malignant neoplasm,Skin specified secondary
1983,Other secondary malignant neoplasm,"Brain, specified as secondary"
1984,Other secondary malignant neoplasm,Other parts of nervous system specified secondary
1985,Other secondary malignant neoplasm,"Bone, specified as secondary"
1989,Other secondary malignant neoplasm,Other sites specified secondary
1990,Malignant neoplasm without specification of site,Multiple
1991,Malignant neoplasm without specification of site,Other
2000,Lymphosarcoma and recticulum-cell sarcoma,Reticulum-cell sarcoma
2001,Lymphosarcoma and recticulum-cell sarcoma,Lymphosarcoma
2010,Hodgkin's disease,Hodgkin's disease
2020,Other neoplasms of lymphoid tissue,Giant follicular lymphoma
2021,Other neoplasms of lymphoid tissue,Mycosis fungoides
2022,Other neoplasms of lymphoid tissue,Other primary malignant neoplasms of lymphoid tissue
2029,Other neoplasms of lymphoid tissue,Other forms of lymphoma
2030,Multiple myeloma,Multiple myeloma
2040,Lymphatic leukaemia,Acute
2041,Lymphatic leukaemia,Chronic
2049,Lymphatic leukaemia,Unspecified
2050,Myeloid leukaemia,Acute
2051,Myeloid leukaemia,Chronic
2059,Myeloid leukaemia,Unspecified
2060,Monocytic leukaemia,Acute
2061,Monocytic leukaemia,Chronic
2069,Monocytic leukaemia,Unspecified
2070,Other and unspecified leukaemia,"Leukaemia, acute"
2071,Other and unspecified leukaemia,"Leukaemia, chronic"
2072,Other and unspecified leukaemia,Acute erythraemia
2079,Other and unspecified leukaemia,"Leukaemia, unspecified"
2080,Polycythaemia vera,Polycythaemia vera
2090,Myelofibrosis,Myelofibrosis
2100,Benign neoplasm of buccal cavity and pharynx,Lip
2101,Benign neoplasm of buccal cavity and pharynx,Tongue
2102,Benign neoplasm of buccal cavity and pharynx,Salivary gland
2103,Benign neoplasm of buccal cavity and pharynx,Floor of mouth
2104,Benign neoplasm of buccal cavity and pharynx,Other and unspecified parts of mouth
2105,Benign neoplasm of buccal cavity and pharynx,Tonsil
2106,Benign neoplasm of buccal cavity and pharynx,Other parts of oropharynx
2107,Benign neoplasm of buccal cavity and pharynx,Nasopharynx
2108,Benign neoplasm of buccal cavity and pharynx,Hypopharynx
2109,Benign neoplasm of buccal cavity and pharynx,"Pharynx, unspecified"
2110,Benign neoplasm of other parts of digestive system,Oesophagus
2111,Benign neoplasm of other parts of digestive system,Stomach
2112,Benign neoplasm of other parts of digestive system,Small intestine
2113,Benign neoplasm of other parts of digestive system,"Large intestine, except rectum"
2114,Benign neoplasm of other parts of digestive system,Rectum
2115,Benign neoplasm of other parts of digestive system,Liver and biliary passages
2116,Benign neoplasm of other parts of digestive system,Pancreas
2117,Benign neoplasm of other parts of digestive system,Peritoneum and retroperitoneum tissue
2119,Benign neoplasm of other parts of digestive system,Unspecified site
2120,Benign neoplasm of respiratory system,"Nose, nasal cavities, middle ear and accessory sinuses"
2121,Benign neoplasm of respiratory system,Larynx
2122,Benign neoplasm of respiratory system,Trachea
2123,Benign neoplasm of respiratory system,Bronchus and lung
2124,Benign neoplasm of respiratory system,Pleura
2125,Benign neoplasm of respiratory system,Mediastinum
2129,Benign neoplasm of respiratory system,Site unspecified
2130,Benign neoplasm of bone and cartilage,Benign neoplasm of bone and cartilage
2140,Lipoma,Lipoma
2150,Other benign neoplasm of muscular and connective tissue,Other benign neoplasm of muscular and connective tissue
2160,Benign neoplasm of skin,Epidermis
2161,Benign neoplasm of skin,Hair folicles and sebaceous glands
2162,Benign neoplasm of skin,Sweat glands and sweat ducts
2168,Benign neoplasm of skin,Other
2169,Benign neoplasm of skin,Site unspecified
2170,Benign neoplasm of breast,Benign neoplasm of breast
2180,Uterine fibroma,Uterine fibroma
2190,Other benign neoplasm of uterus,"Papilloma, polyp"
2191,Other benign neoplasm of uterus,Benign cyst
2199,Other benign neoplasm of uterus,Other and unspecified
2200,Benign neoplasm of ovary,Benign neoplasm of ovary
2210,Benign neoplasm of other female genital organs,Fallopian tube and broad ligament
2211,Benign neoplasm of other female genital organs,Vagina
2212,Benign neoplasm of other female genital organs,Vulva
2218,Benign neoplasm of other female genital organs,Other specified sites
2219,Benign neoplasm of other female genital organs,Site unspecified
2220,Benign neoplasm of male genital organs,Testis
2221,Benign neoplasm of male genital organs,Penis
2228,Benign neoplasm of male genital organs,Other specified sites
2229,Benign neoplasm of male genital organs,Site unspecified
2230,Benign neoplasm of kidney and other urinary organs,"Kidney, except pelvis"
2231,Benign neoplasm of kidney and other urinary organs,Renal pelvis
2232,Benign neoplasm of kidney and other urinary organs,Ureter
2233,Benign neoplasm of kidney and other urinary organs,Bladder
2238,Benign neoplasm of kidney and other urinary organs,Other specified sites
2239,Benign neoplasm of kidney and other urinary organs,Site unspecified
2240,Benign neoplasm of eye,Benign neoplasm of eye
2250,Benign neoplasm of brain and other parts of nervous system,Brain
2251,Benign neoplasm of brain and other parts of nervous system,Cranial nerves (including optic)
2252,Benign neoplasm of brain and other parts of nervous system,Cerebral meninges
2253,Benign neoplasm of brain and other parts of nervous system,Spinal cord
2254,Benign neoplasm of brain and other parts of nervous system,Spinal meninges
2255,Benign neoplasm of brain and other parts of nervous system,Peripheral nerves
2256,Benign neoplasm of brain and other parts of nervous system,Sympathetic nervous system
2259,Benign neoplasm of brain and other parts of nervous system,Unspecified site
2260,Benign neoplasm of endocrine glands,Suprarenal gland
2261,Benign neoplasm of endocrine glands,Thymus
2262,Benign neoplasm of endocrine glands,Pituitary gland and craniopharyngeal duct (pouch)
2263,Benign neoplasm of endocrine glands,Pineal gland
2268,Benign neoplasm of endocrine glands,Other specified endocrine glands
2269,Benign neoplasm of endocrine glands,Unspecified site
2270,Haemangioma and lymphangioma,Haemangioma and lymphangioma
2280,Benign neoplasm of other and unspecified organs and tissues,Other and unspecified organs and tissues
2300,Neoplasm of unspecified nature of digestive organs,Oesophagus
2301,Neoplasm of unspecified nature of digestive organs,Stomach
2302,Neoplasm of unspecified nature of digestive organs,Small intestine
2303,Neoplasm of unspecified nature of digestive organs,"Large intestine, excluding rectum"
2304,Neoplasm of unspecified nature of digestive organs,Rectum
2305,Neoplasm of unspecified nature of digestive organs,Liver and biliary passages
2306,Neoplasm of unspecified nature of digestive organs,Pancreas
2307,Neoplasm of unspecified nature of digestive organs,Peritoneum
2309,Neoplasm of unspecified nature of digestive organs,Unspecified site
2310,Neoplasm of unspecified nature of respiratory organs,"Nose, nasal cavities, middle ear and accessory sinus"
2311,Neoplasm of unspecified nature of respiratory organs,Larynx
2312,Neoplasm of unspecified nature of respiratory organs,Trachea
2313,Neoplasm of unspecified nature of respiratory organs,Bronchus and lung
2314,Neoplasm of unspecified nature of respiratory organs,Pleaura
2315,Neoplasm of unspecified nature of respiratory organs,Mediastinum
2319,Neoplasm of unspecified nature of respiratory organs,Unspecified site
2320,Neoplasm of unspecified nature of skin and musculo-skeletal system,Bone and cartilage
2321,Neoplasm of unspecified nature of skin and musculo-skeletal system,Muscular and connective tissue
2322,Neoplasm of unspecified nature of skin and musculo-skeletal system,Skin
2330,Neoplasm of unspecified nature of breast,Neoplasm of unspecified nature of breast
2340,Neoplasm of unspecified nature of uterus,Carcinoma in situ of cervix uteri
2341,Neoplasm of unspecified nature of uterus,"Cervix uteri, other"
2349,Neoplasm of unspecified nature of uterus,Other and unspecified part
2350,Neoplasm of unspecified nature of ovary,Neoplasm of unspecified nature of ovary
2360,Neoplasm of unspecified nature of other female genital organs,Fallopian tube and broad ligaments
2361,Neoplasm of unspecified nature of other female genital organs,Vagina
2362,Neoplasm of unspecified nature of other female genital organs,Vulva
2368,Neoplasm of unspecified nature of other female genital organs,Other specified sites
2369,Neoplasm of unspecified nature of other female genital organs,Unspecified site
2370,Neoplasm of unspecified nature of other genito-urinary organs,Testis
2371,Neoplasm of unspecified nature of other genito-urinary organs,Penis
2372,Neoplasm of unspecified nature of other genito-urinary organs,Other an unspecified male genital organs
2373,Neoplasm of unspecified nature of other genito-urinary organs,"Kidney, except pelvis"
2374,Neoplasm of unspecified nature of other genito-urinary organs,Pelvis of kidney
2375,Neoplasm of unspecified nature of other genito-urinary organs,Ureter
2376,Neoplasm of unspecified nature of other genito-urinary organs,Bladder
2379,Neoplasm of unspecified nature of other genito-urinary organs,Other unspecified
2381,"Neoplasm of unspecified nature of eye,brain and other parts of nervous system",Brain
2382,"Neoplasm of unspecified nature of eye,brain and other parts of nervous system",Cranial nerves (including optic nerve)
2383,"Neoplasm of unspecified nature of eye,brain and other parts of nervous system",Cerebral meninges
2384,"Neoplasm of unspecified nature of eye,brain and other parts of nervous system",Spinal cord
2385,"Neoplasm of unspecified nature of eye,brain and other parts of nervous system",Spinal meninges
2386,"Neoplasm of unspecified nature of eye,brain and other parts of nervous system",Peripheral nerves
2387,"Neoplasm of unspecified nature of eye,brain and other parts of nervous system",Sympathetic nervous system
2389,"Neoplasm of unspecified nature of eye,brain and other parts of nervous system",Unspecified site
2390,Neoplasm of unspecified nature of other and unspecified organs,Buccal cavity and pharynx
2391,Neoplasm of unspecified nature of other and unspecified organs,Endocrine glands
2399,Neoplasm of unspecified nature of other and unspecified organs,Other and unspecified sites
2400,Simple goitre,Endemic
2401,Simple goitre,Sporadic
2409,Simple goitre,Unspecified
2410,Non-toxic nodular goitre,Endemic
2411,Non-toxic nodular goitre,Sporadic
2419,Non-toxic nodular goitre,Unspecified
2420,Thyrotoxicosis with or without goitre,Toxic diffuse goitre
2421,Thyrotoxicosis with or without goitre,Toxic nodular goitre
2422,Thyrotoxicosis with or without goitre,Thyrotoxicosis without mention of goitre
2430,Cretinism of congenital origin,Cretinism of congenital origin
2440,Myxoedema,Myxoedema
2450,Thyroiditis,Thyroiditis
2460,Other diseases of thyroid gland,Other diseases of thyroid gland
2500,Diabetes mellitus,Diabetes mellitus
2510,Disorders of pancreatic internal secretion other than diabetes mellitus,Disorders of pancreatic internal secretion other than diabetes mellitus
2520,Diseases of parathyroid gland,Hyperparathyroidism
2521,Diseases of parathyroid gland,Hypoparathyroidism
2529,Diseases of parathyroid gland,Other and unspecified
2530,Diseases of pituitary gland,Anterior pituitary hyperfunction
2531,Diseases of pituitary gland,Anterior pituitary hypofunction
2532,Diseases of pituitary gland,"Chromophobe adenoma, pituitary"
2539,Diseases of pituitary gland,Other and unspecified
2540,Diseases of thymus gland,Diseases of thymus gland
2550,Diseases of adrenal glands,Adrenal cortical hyperfunction
2551,Diseases of adrenal glands,Adrenal cortical hypofunction
2552,Diseases of adrenal glands,Phaeochromocytoma
2559,Diseases of adrenal glands,Other and unspecified
2560,Ovarian dysfunction,Hyperfunction
2561,Ovarian dysfunction,Hypofunction
2569,Ovarian dysfunction,Other and unspecified
2570,Testicular dysfunction,Hyperfunction
2571,Testicular dysfunction,Hypofunction
2579,Testicular dysfunction,Other and unspecified
2580,Polyglandular dysfunction and other diseases of endocrine glands,Cushing's syndrome
2581,Polyglandular dysfunction and other diseases of endocrine glands,Polyglandular dysfunction
2589,Polyglandular dysfunction and other diseases of endocrine glands,Other and unspecified
2600,Vitamin A deficiency,Night blindness
2601,Vitamin A deficiency,"Xerophthalmia, keratomalacia"
2608,Vitamin A deficiency,Other manifestations
2609,Vitamin A deficiency,Unspecified
2610,Thiamine deficiency,Thiamine deficiency
2620,Niacin deficiency,Niacin deficiency
2630,Other vitamin B deficiency,Arboflavinosis
2631,Other vitamin B deficiency,Vitamin B6 deficiency
2638,Other vitamin B deficiency,Other
2639,Other vitamin B deficiency,Unspecified
2640,Ascorbic acid deficiency,Ascorbic acid deficiency
2650,Vitamin D deficiency,Rickets active
2651,Vitamin D deficiency,"Rickets, late effect"
2652,Vitamin D deficiency,Osteomalacia
2659,Vitamin D deficiency,Unspecified
2660,Other vitamin deficiency states,Vitamin K deficiency
2668,Other vitamin deficiency states,Other
2669,Other vitamin deficiency states,Unspecified
2670,Protein malnutrition,Protein malnutrition
2680,Nutritional marasmus,Nutritional marasmus
2690,Other nutritional deficiency,Sprue and steatorrhoea
2691,Other nutritional deficiency,"Malabsorption syndrome, unspecified"
2699,Other nutritional deficiency,Other and unspecified
2700,Congenital disorders of amino-acid metabolism,Phenylketonuria
2701,Congenital disorders of amino-acid metabolism,Cystinuria
2702,Congenital disorders of amino-acid metabolism,Other disturbances of amino-acid transport
2703,Congenital disorders of amino-acid metabolism,Cystinosis
2704,Congenital disorders of amino-acid metabolism,Maple syrup disease
2705,Congenital disorders of amino-acid metabolism,Disorders of purine and pyrimidine metabolism
2706,Congenital disorders of amino-acid metabolism,Alkaptonuria
2708,Congenital disorders of amino-acid metabolism,Other
2709,Congenital disorders of amino-acid metabolism,Unspecified
2710,Congenital disorders of carbohydrate metabolism,Von Gierke's disease
